DBCODE,ENTITY,QUALTRICSID,TIME,GEND,AGE,AGE_RANGE,INCO,EDU,RACE,ORG_DON,ORG_VOL,ENV_ID,INATT_CON,POL_OR,REL,SODES_1,SODES_2,SODES_3,SODES_4,SODES_5,SODES_6,SODES_7,SODES_8,SODES_9,SODES_10,SODES_11,SODES_12,SODES_13,MINC1_A1,MINC2_A2,MINC3_A3,MINC4_Z1,MINC5_Z2,MINC6_B1,MINC7_B2,MINC8_E1,MINC9_E2,MINC10_E3,MINC11_E4,MINC12_E5,MINC13_E6,MINC14_Z3,MINC15_Z4,MINC16_B3,MINC17_B4,MINC18_A4,MINC19_A5,MINC20_A6,MINC21_A7,MINC22_Z5,MINC23_Z6,MINC24_Z7,MINC25_Z8,MINC26_Z9,MINC27_B5,MINC28_B6,MINC29_B7,MINC30_B8,MINC31_E7,MINC32_E8,MINC33_E9,MINC34_E10,MINC35_Z10,MINC36_Z11,MINC37_Z12,MINC38_Z13,MINC39_Z14,MINC40_B9,MINC41_B10,MINC42_B11,MINC43_B12,MINC44_E11,MINC45_E12,MINC46_E13,MINC47_E14,TRT_CAT,TRT_ATT1,TRT_ATT2,TRT_ATT3,MOSA_1,MOSA_2,MOSA_3,HYDON1,HYDON2,HYDON3,MC1_MFI1,MC2_MFI2,MC3_MFB1,MC4_MFB2,MC5_MWH,MC6_MWNH,MC7_EMO,DON,DON2
SS007,1,651,536,1,46,4,2,4,3,1,2,1,1,7,2,2,2,2,2,1,2,1,2,1,2,2,2,1,6,1,6,5,4,5,5,6,1,5,6,1,5,4,1,4,6,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,7,7,7,6,6,5,1,100,1,4,6,4,6,6,5,5,0,0
SS007,1,652,424,1,32,2,5,8,3,2,2,3,1,6,1,2,1,1,1,1,1,2,1,1,2,1,2,2,6,6,7,6,7,2,6,6,2,7,6,2,7,6,2,1,5,6,7,5,6,6,7,5,5,3,2,4,1,1,6,1,6,6,6,7,6,6,2,3,4,1,1,7,1,7,7,3,7,7,6,6,6,5,2,0,0,6,6,6,7,3,6,5,1,1
SS007,1,653,620,2,65,6,6,7,3,2,2,3,1,1,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,7,6,4,1,7,1,1,7,1,4,5,1,1,1,1,2,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,1,1,1,2,0,0,4,1,4,4,2,4,1,0,0
SS007,1,654,532,1,42,3,3,7,3,2,2,1,1,6,2,1,2,1,2,1,2,1,2,1,2,2,2,1,7,7,7,7,7,2,7,7,1,7,7,1,7,6,6,2,5,7,7,7,7,7,7,7,7,7,6,6,5,5,7,5,7,7,7,7,7,7,5,5,6,5,5,7,5,7,7,2,7,7,6,6,7,6,2,0,0,6,5,4,5,6,6,6,0,0
SS007,1,655,496,1,44,3,6,6,3,1,2,1,1,7,1,2,1,1,1,1,1,2,1,1,2,1,1,1,7,7,7,7,6,4,5,5,3,6,6,1,7,6,4,1,7,7,7,7,7,7,7,6,5,1,4,5,3,1,7,3,7,7,7,7,7,7,2,4,5,5,1,7,1,7,7,2,7,7,6,6,7,7,1,25,1,7,7,6,7,7,6,7,5,1
SS007,1,656,575,2,44,3,4,6,3,2,2,2,1,6,2,2,2,2,2,1,1,1,1,2,1,1,1,2,6,5,7,5,7,4,4,7,4,7,5,3,4,4,3,2,6,4,4,6,6,5,5,4,5,4,4,5,4,4,6,4,5,5,6,6,6,6,4,5,6,5,4,6,4,6,6,7,6,7,5,4,5,5,1,10,1,4,4,4,5,5,4,4,5,1
SS007,1,657,3643,1,37,3,7,7,3,1,2,1,1,7,2,2,2,2,2,2,2,1,2,1,2,1,2,2,7,3,7,4,5,3,3,5,1,6,5,2,6,5,3,1,4,3,7,7,7,6,6,5,6,3,3,5,2,2,7,3,7,5,5,5,5,5,2,3,5,3,2,5,3,7,5,1,5,5,3,3,3,4,2,0,0,3,3,5,5,5,2,2,5,1
SS007,1,658,831,2,69,6,6,7,3,2,2,3,1,2,3,2,1,2,2,1,2,2,1,1,2,2,2,1,6,5,6,6,6,4,4,5,3,6,6,5,5,4,2,1,3,7,7,7,6,5,5,5,5,2,2,3,1,1,6,2,5,6,6,6,6,6,1,2,2,1,1,6,2,6,6,4,7,7,6,7,6,6,2,0,0,7,6,6,5,3,7,5,0,0
SS007,1,659,463,2,63,5,5,7,3,1,2,2,1,3,1,2,1,2,1,1,2,1,1,1,2,1,1,2,6,4,6,6,5,3,4,6,2,5,6,2,5,5,2,1,5,6,7,6,6,5,5,5,5,2,3,5,2,1,7,2,6,5,5,6,5,6,2,4,5,2,1,7,1,6,5,6,5,7,6,6,6,5,2,0,0,5,5,3,5,6,6,5,5,1
SS007,1,660,396,2,61,5,4,7,3,2,2,2,1,3,1,2,1,2,2,1,1,1,1,1,2,1,1,2,5,5,6,3,3,7,1,5,5,5,5,3,5,1,1,1,5,7,7,7,5,5,5,5,5,1,1,4,1,1,5,1,6,6,5,5,5,5,1,1,5,1,1,5,1,6,6,6,5,5,5,5,5,5,2,0,0,6,5,5,5,5,5,2,0,0
SS007,1,661,808,2,50,4,7,7,3,2,2,1,1,6,2,2,2,2,2,1,1,1,1,1,2,1,2,2,6,7,6,5,5,7,2,6,3,6,6,2,6,1,1,1,7,7,7,7,7,6,6,4,4,1,2,3,1,1,7,1,6,6,5,6,5,6,1,3,5,2,1,5,1,7,7,1,7,7,6,6,7,7,1,50,1,7,4,2,5,7,7,6,0,0
SS007,1,662,444,2,31,2,3,6,3,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,7,5,7,7,7,5,3,7,1,5,7,1,7,5,1,1,4,7,7,7,7,7,7,7,7,1,1,1,1,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,5,7,5,6,6,6,2,0,0,6,6,3,7,4,7,5,1.02,1
SS007,1,663,972,2,66,6,6,6,2,2,2,1,1,6,1,1,2,2,2,2,2,1,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,7,7,1,7,1,1,1,7,7,7,7,7,7,7,7,7,4,4,7,4,1,7,1,7,7,7,7,7,7,1,4,7,4,1,7,1,7,7,1,7,7,4,4,4,7,2,0,0,7,4,4,7,7,4,4,0,0
SS007,1,664,795,2,75,7,3,3,1,2,2,3,1,5,3,1,2,2,1,1,1,2,1,2,2,1,1,2,6,4,6,6,7,5,5,7,4,7,4,3,5,3,3,2,5,7,7,5,5,6,5,4,4,1,4,4,2,2,6,1,4,4,7,5,7,4,2,6,6,1,2,7,2,4,4,5,5,5,4,6,7,6,1,10,1,7,7,7,5,7,6,5,2.51,1
SS007,1,665,621,2,38,3,6,6,3,1,2,1,1,7,1,2,1,1,2,2,1,2,2,2,2,1,1,2,6,7,7,6,6,7,4,5,1,6,7,1,7,5,7,3,6,7,7,7,7,6,6,6,6,3,3,4,2,2,7,4,7,7,7,7,6,7,3,4,6,4,4,7,3,7,7,6,7,7,5,3,2,6,2,0,0,4,7,2,5,6,7,4,5,1
SS007,1,666,560,2,67,6,4,6,3,2,2,2,3,6,1,2,2,2,2,2,1,2,1,1,2,2,1,1,6,5,7,4,4,6,5,6,2,6,6,4,6,1,2,2,6,7,7,6,6,6,7,6,6,4,6,7,4,2,6,2,6,6,7,7,7,6,3,7,7,5,2,7,3,7,6,6,7,7,6,6,5,6,2,0,0,7,7,3,5,5,6,4,0.5,1
SS007,1,667,685,1,63,5,4,3,3,2,2,3,1,6,2,2,1,2,2,1,1,1,2,2,2,2,2,1,4,5,7,7,7,2,3,5,1,7,5,1,7,5,5,2,6,4,6,6,6,6,6,5,5,3,4,6,2,2,7,1,7,7,5,7,5,5,2,4,6,2,1,7,1,7,7,5,7,7,5,4,6,7,2,0,0,7,4,3,6,5,6,4,0,0
SS007,1,668,497,2,64,5,99,6,3,2,2,3,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,7,7,7,3,3,4,3,3,5,3,4,2,5,1,5,7,7,5,5,6,6,6,6,3,3,4,3,2,5,1,6,6,6,6,5,5,3,4,5,3,2,6,2,7,7,1,7,7,5,7,5,4,2,0,0,6,4,3,5,4,5,4,0.03,1
SS007,1,669,268,1,30,2,6,6,3,1,2,3,1,7,1,1,1,1,1,2,1,2,1,2,2,1,1,2,4,3,6,5,5,3,3,5,2,6,6,2,6,2,1,1,5,6,6,6,6,5,5,4,4,3,2,4,2,2,4,1,5,4,3,3,2,2,1,2,3,2,2,4,1,5,5,3,5,5,4,4,4,3,2,0,0,5,3,3,5,5,6,3,0.13,1
SS007,1,670,973,1,37,3,3,6,3,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,1,7,6,7,5,4,7,2,5,4,5,6,3,6,1,1,1,7,7,7,7,7,6,6,6,6,1,2,4,2,1,6,1,6,6,5,5,5,5,1,3,5,3,1,4,1,5,7,4,5,5,2,2,1,6,2,0,0,6,6,5,5,3,6,1,0,0
SS007,1,671,662,2,70,6,5,8,3,2,2,1,1,7,1,1,1,1,1,2,1,2,1,2,2,1,1,2,5,5,5,5,5,3,5,5,3,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,5,5,5,5,5,2,0,0,5,5,5,5,5,5,7,0,0
SS007,1,672,603,1,72,6,6,6,3,2,2,1,1,2,3,1,2,1,2,1,2,1,2,1,2,2,1,1,7,7,7,5,5,3,5,5,3,4,5,3,4,3,2,1,1,7,7,7,7,7,7,7,7,4,4,4,4,4,7,4,7,7,3,3,3,3,3,2,3,2,2,3,2,3,3,4,4,4,4,4,4,4,2,0,0,5,4,4,4,4,5,4,5,1
SS007,1,673,807,2,36,3,7,6,3,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,1,6,7,7,6,7,1,4,7,1,7,7,1,7,4,4,1,5,6,7,7,7,7,7,4,7,1,3,4,1,1,7,1,7,7,7,7,7,7,5,7,7,7,4,7,4,7,7,6,7,7,5,5,5,7,2,0,0,7,7,4,7,7,6,4,5,1
SS007,1,674,2370,1,26,2,3,6,3,1,2,1,1,7,2,1,1,2,2,1,1,2,2,1,1,1,1,2,6,6,7,7,7,5,3,6,1,7,6,7,7,6,5,1,6,7,7,7,7,7,7,7,7,7,3,5,3,3,7,5,7,7,7,7,7,7,3,3,7,5,5,7,5,7,7,3,7,7,6,7,7,7,1,5,1,7,7,6,7,7,7,7,1,1
SS007,1,675,458,1,32,2,6,7,3,2,2,2,1,1,3,2,2,2,2,1,2,1,2,1,1,2,2,2,7,4,7,7,5,4,5,6,2,3,5,5,3,1,1,1,1,7,7,7,7,6,6,6,6,1,2,1,1,1,5,1,1,3,5,5,5,5,1,2,2,1,1,5,1,5,5,6,4,5,3,2,2,1,2,0,0,6,4,4,4,5,5,1,0,0
SS007,1,676,771,2,29,2,3,7,1,1,1,3,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,7,4,6,5,5,5,6,7,1,4,6,1,5,2,3,3,7,7,7,7,5,4,4,5,5,6,6,6,1,1,6,6,6,6,4,3,5,3,5,5,5,7,6,6,5,6,6,6,7,6,7,7,7,6,1,200,1,5,7,4,7,4,7,5,5,1
SS007,1,677,986,2,57,5,3,4,3,1,2,3,1,2,3,2,2,2,2,2,2,1,2,1,2,1,1,1,5,5,7,3,7,5,4,7,1,7,7,1,7,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,6,6,7,7,7,7,7,7,7,7,5,7,7,7,7,6,5,1,4,5,6,7,2,0,0,6,7,1,5,7,6,5,2.61,1
SS007,1,678,946,2,68,6,8,7,3,2,2,3,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,1,5,4,7,6,4,4,4,4,3,5,4,3,4,1,1,1,6,4,4,5,4,5,5,5,5,3,3,3,3,1,5,1,6,6,5,5,5,5,4,4,5,4,1,5,1,6,6,1,6,6,5,4,5,5,2,0,0,3,2,2,5,6,6,4,5,1
SS007,1,679,378,2,35,3,4,6,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,6,6,5,6,7,7,6,6,6,5,6,5,6,6,5,6,6,7,6,5,5,7,5,6,6,6,6,6,5,5,4,5,6,5,7,5,6,6,5,6,4,6,5,6,5,5,6,1,5,6,5,5,5,6,1,5,1,5,6,5,6,5,5,6,1,1
SS007,1,680,1008,1,46,4,5,6,5,2,2,1,1,7,1,1,1,1,1,1,2,2,2,2,2,1,2,2,6,7,7,6,7,4,4,6,4,6,6,4,6,2,2,1,4,7,7,7,7,7,7,4,4,1,2,4,1,1,7,1,4,4,6,4,5,4,4,4,4,1,4,5,4,5,4,1,6,6,6,4,6,4,2,0,0,4,4,3,5,4,7,4,5,1
SS007,1,681,571,2,70,6,7,7,3,2,2,2,1,7,2,2,2,2,2,1,1,1,1,2,2,2,2,2,5,5,7,7,7,7,4,4,4,4,4,4,4,1,1,1,4,7,7,7,7,7,7,7,7,1,1,7,1,1,7,1,7,7,7,7,7,7,1,1,7,1,1,7,1,7,7,1,4,4,4,4,4,4,2,0,0,7,7,4,7,7,7,4,0.5,1
SS007,1,682,839,2,75,7,5,7,3,2,2,2,1,3,1,2,2,2,2,1,1,1,2,2,2,2,1,2,6,5,6,6,6,4,4,5,4,4,5,3,3,1,1,1,4,3,3,3,3,3,3,3,3,1,3,3,1,1,3,1,3,3,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,2,0,0,4,4,4,5,5,5,4,5,1
SS007,1,683,897,1,78,7,7,7,3,1,1,1,1,2,3,2,2,2,2,1,2,1,2,1,2,2,1,1,5,2,6,6,7,1,7,7,1,7,6,1,6,7,7,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,1,100,1,2,2,7,4,4,7,7,5,1
SS007,1,684,511,1,53,4,4,6,3,2,2,3,1,6,3,2,2,1,2,1,2,1,2,1,2,2,1,2,5,5,7,5,6,4,5,6,2,5,7,2,4,1,1,1,5,3,5,4,5,5,5,3,4,2,3,5,3,3,5,3,5,3,6,3,4,3,2,2,5,2,3,3,2,5,6,4,6,7,5,6,5,6,1,25,1,4,3,2,6,3,6,5,1,1
SS007,1,685,1036,1,66,6,3,5,3,2,2,3,1,7,3,1,2,1,2,1,2,1,2,1,2,2,1,2,5,7,7,7,6,5,6,6,3,6,6,2,6,5,1,2,7,7,7,7,7,7,7,7,7,5,7,7,5,4,7,3,7,7,7,7,6,6,5,7,7,5,4,7,4,7,7,2,7,7,7,7,7,7,2,0,0,7,7,7,7,7,7,7,5,1
SS007,1,686,425,2,31,2,8,6,3,2,2,2,1,7,3,2,1,1,1,2,1,1,1,1,2,1,1,2,7,7,7,7,7,4,4,5,2,1,4,1,1,1,6,1,7,7,7,7,7,7,7,7,7,1,1,4,1,1,4,1,7,7,7,4,5,4,1,4,4,1,1,6,1,6,5,7,7,4,1,1,1,1,2,0,0,7,7,4,7,7,7,1,0,0
SS007,1,687,8281,2,31,2,1,6,1,2,2,2,2,1,3,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,3,4,6,4,4,4,4,6,4,5,6,6,1,1,7,3,5,4,5,4,4,5,4,4,5,4,3,1,3,3,2,1,4,2,5,3,1,3,4,2,1,4,3,5,3,7,4,3,3,4,5,4,2,1,1,5,5,2,1,6,5,1,0.42,1
SS007,1,688,673,1,59,5,2,3,3,2,2,1,1,4,2,1,1,1,1,2,1,1,2,1,2,2,2,1,6,5,7,7,6,1,2,7,1,7,6,2,7,6,5,2,6,7,7,7,7,7,7,6,6,5,6,7,5,4,7,4,6,7,7,7,7,6,4,5,7,5,3,7,5,7,7,7,7,7,6,6,6,7,1,20,1,7,3,4,6,7,7,6,5,1
SS007,1,689,860,1,31,2,6,7,3,2,2,1,1,7,1,2,2,2,2,1,2,1,1,1,2,1,2,1,6,7,7,6,6,4,5,6,1,6,6,1,6,6,2,1,6,7,7,7,7,7,7,7,7,1,3,6,4,1,7,1,7,6,7,7,7,7,1,5,7,5,1,7,1,7,7,7,7,7,7,7,7,7,1,5,1,7,7,4,7,7,7,7,5,1
SS007,1,690,582,1,56,5,5,6,3,1,2,3,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,5,5,7,3,5,3,5,5,3,7,6,3,5,1,1,1,7,7,7,7,5,5,7,5,5,1,5,7,2,1,7,1,7,7,4,7,4,4,5,6,7,1,1,7,1,7,7,1,6,6,6,6,6,5,2,0,0,7,4,6,7,7,6,6,1,1
SS007,1,691,350,1,68,6,9,8,3,2,2,1,1,6,2,2,1,1,2,2,2,1,2,2,2,2,2,2,7,7,7,6,5,6,3,6,2,3,6,3,3,1,1,1,2,6,7,7,7,6,6,6,6,5,3,5,2,1,6,2,6,5,6,6,6,6,4,3,5,2,1,6,2,6,5,1,7,7,7,7,7,7,1,50,1,7,6,7,7,7,7,6,5,1
SS007,1,692,684,2,42,3,6,4,3,2,2,1,1,3,2,2,2,2,2,1,2,1,2,1,1,2,2,1,6,2,7,7,7,1,7,7,1,6,7,1,6,7,7,1,7,7,7,7,7,7,7,7,7,6,7,7,6,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,1,100,1,7,7,7,7,7,7,6,0,0
SS007,1,693,592,1,70,6,6,7,3,2,2,3,1,6,1,2,1,2,1,1,1,1,2,1,2,2,2,1,7,7,7,7,6,4,4,6,2,7,7,1,7,5,3,1,4,7,7,7,7,7,7,7,7,4,4,6,4,3,7,1,7,7,7,7,7,7,3,3,7,3,3,7,3,7,7,1,7,7,5,5,6,6,2,0,0,6,6,4,7,7,3,2,5,1
SS007,1,694,800,1,53,4,1,3,3,2,2,2,1,3,3,2,1,2,2,1,1,1,1,1,2,1,2,2,7,4,7,7,7,6,4,4,7,6,5,4,5,3,3,1,4,7,7,7,7,7,7,7,7,4,4,4,4,1,7,1,7,7,7,7,7,7,1,1,1,1,1,7,1,7,7,4,7,7,7,4,6,7,2,0,0,6,4,4,7,1,7,4,2.5,1
SS007,1,695,750,1,44,3,4,7,1,2,2,2,2,4,1,2,2,2,2,1,2,1,2,1,2,2,2,1,5,3,7,5,5,6,2,2,2,2,3,5,2,1,1,1,3,6,6,6,6,5,5,1,5,2,2,2,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,0,0,5,5,3,3,6,6,1,0,0
SS007,1,696,919,1,28,2,1,3,3,1,2,1,1,6,3,1,1,1,1,1,2,2,1,2,2,2,1,1,7,6,7,7,7,1,7,7,1,7,7,1,7,7,1,5,7,7,7,5,5,7,7,7,6,5,7,7,3,4,7,5,7,7,7,7,7,7,5,7,6,4,3,6,3,7,7,3,7,7,5,6,6,6,1,25,1,6,4,7,7,3,7,6,0.07,1
SS007,1,697,547,2,63,5,5,3,3,2,2,3,1,6,1,2,2,2,2,1,2,1,2,1,2,2,2,1,4,5,6,6,6,4,4,6,3,4,6,2,5,2,1,1,4,7,7,7,6,6,6,6,6,4,4,5,1,2,6,1,6,6,5,5,5,5,1,2,5,1,2,6,1,6,6,3,6,6,4,4,5,5,2,0,0,6,6,4,5,6,6,5,3,1
SS007,1,698,1087,1,61,5,2,3,3,1,2,2,1,6,1,1,2,1,2,1,1,1,2,1,1,2,1,1,6,4,7,7,7,4,7,7,1,6,7,2,6,6,3,2,4,6,6,6,6,6,6,6,6,4,6,6,4,4,6,4,6,6,7,7,7,7,4,6,7,4,4,7,4,7,7,4,7,7,4,6,6,6,2,0,0,6,7,4,4,6,7,6,0,0
SS007,1,699,748,1,45,4,1,99,3,2,2,2,1,7,2,2,2,1,1,2,1,1,2,2,2,1,2,2,7,6,7,7,7,4,7,4,4,7,6,4,6,7,1,4,6,7,7,4,2,7,7,4,6,1,4,7,1,1,6,1,7,7,7,7,4,6,1,6,7,1,1,6,1,7,7,5,7,7,7,7,6,6,2,0,0,7,6,7,7,7,7,7,0,0
SS007,1,700,767,2,73,6,4,6,3,2,2,3,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,2,4,4,7,7,7,1,7,7,1,7,7,1,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,7,7,7,7,7,7,1,7,7,1,1,7,1,7,7,5,7,7,7,7,7,7,2,0,0,7,1,1,6,7,7,6,5,1
SS007,1,701,428,1,78,7,99,7,3,3,3,1,1,1,3,2,2,2,2,1,2,1,2,1,1,2,2,1,5,5,7,7,7,1,7,7,1,7,7,1,7,4,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,7,7,1,10,1,7,7,6,6,7,6,6,0,0
SS007,1,702,453,2,54,4,4,7,3,1,2,1,1,7,1,1,2,1,2,1,1,2,2,2,2,1,1,1,7,2,7,6,5,3,3,7,1,6,7,1,6,7,6,2,7,6,7,7,7,7,7,5,7,4,6,6,6,3,7,6,7,6,7,7,7,7,3,6,6,6,3,7,6,7,7,3,6,7,7,7,7,7,1,50,1,7,7,7,7,7,7,7,5,1
SS007,1,703,516,1,30,2,4,4,3,3,2,3,1,5,1,2,2,2,2,1,2,1,2,1,2,1,2,2,5,5,7,6,7,4,5,6,3,5,5,3,5,6,2,2,5,7,7,7,7,7,7,7,6,6,5,5,4,4,6,3,4,4,5,5,5,4,4,4,4,4,4,5,3,5,5,5,5,5,5,5,5,4,2,0,0,6,6,3,5,4,7,3,2,1
SS007,1,704,600,1,52,4,6,7,3,2,2,2,1,9,1,2,1,2,2,1,2,1,2,2,1,2,2,2,4,4,5,5,5,5,5,5,3,4,5,3,4,4,4,3,4,7,7,7,7,7,7,6,7,5,5,4,4,3,7,4,7,7,5,5,5,5,4,4,5,4,4,5,4,5,5,4,5,5,5,5,5,4,2,0,0,5,5,4,5,4,5,5,0,0
SS007,1,705,1899,2,52,4,7,6,3,2,2,2,1,1,3,2,2,1,2,1,1,1,1,1,2,1,1,2,6,4,6,4,4,7,4,7,1,7,7,1,7,1,1,1,7,7,7,7,7,6,7,4,7,1,1,4,1,1,7,1,7,4,5,7,7,6,1,1,2,1,4,7,3,7,5,6,4,4,2,4,3,3,2,0,0,5,4,1,6,5,4,1,5,1
SS007,1,706,591,1,43,3,3,6,1,3,3,1,1,4,2,2,2,2,2,2,2,1,2,1,2,2,2,2,4,5,4,4,4,2,4,4,1,7,5,1,7,1,1,4,5,7,7,7,7,7,7,7,4,4,7,7,1,4,7,1,7,7,7,5,7,4,2,4,7,4,4,7,1,7,7,1,5,6,4,4,4,4,2,0,0,4,4,4,6,7,4,4,0.08,1
SS007,1,707,805,1,32,2,8,6,3,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,6,7,7,6,6,5,5,5,3,4,6,2,6,2,2,2,5,5,7,7,7,7,7,7,7,4,4,5,2,1,7,1,7,7,6,6,5,3,2,3,5,2,1,7,1,7,7,7,6,5,3,4,4,4,2,0,0,7,4,4,6,5,7,4,5,1
SS007,1,708,501,2,60,5,4,2,3,1,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,2,2,2,6,5,5,4,6,4,5,6,3,4,6,3,4,2,2,1,7,6,6,6,6,6,6,6,6,4,4,4,4,4,6,2,4,4,6,6,6,6,4,5,5,4,4,6,4,6,5,3,5,5,5,5,4,5,1,10,1,3,4,4,4,5,4,4,1,1
SS007,1,709,378,1,26,2,4,4,3,2,2,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,3,6,7,7,7,2,5,6,1,6,7,1,7,3,1,2,6,7,7,7,7,7,7,6,7,4,5,5,4,4,7,2,7,7,6,5,5,5,4,3,3,3,3,6,4,7,7,6,7,7,6,7,6,5,2,0,0,7,4,2,5,7,7,5,5,1
SS007,1,710,1413,2,81,7,4,2,1,3,2,2,3,6,2,2,1,1,2,1,2,1,2,1,1,2,2,1,4,4,7,7,7,4,4,4,4,4,4,4,4,4,2,1,6,7,7,7,7,7,7,7,6,5,5,5,5,7,5,4,5,5,6,7,7,7,4,4,4,4,4,6,4,6,6,7,6,6,4,4,4,4,2,0,0,4,4,4,4,4,4,4,0,0
SS007,1,711,1982,2,57,5,4,7,2,2,2,1,1,6,1,2,1,2,2,1,2,1,2,2,2,1,1,2,6,7,7,6,7,2,6,7,1,7,7,1,7,6,7,1,7,7,7,7,7,7,7,7,7,2,6,6,6,2,7,1,7,7,7,7,7,7,2,7,7,6,2,7,2,7,7,1,7,7,5,6,5,6,2,0,0,5,4,5,6,7,5,5,0,0
SS007,1,712,510,1,66,6,5,6,3,1,2,1,1,6,1,2,2,1,2,1,2,1,2,1,2,2,1,1,5,4,7,5,7,5,5,5,3,4,6,2,5,6,3,2,7,6,6,6,6,6,6,6,6,4,4,5,4,2,6,2,6,6,6,6,6,5,3,4,5,2,1,6,2,6,6,1,6,6,5,6,6,6,1,25,1,6,4,5,6,6,6,4,5,1
SS007,1,713,664,1,27,2,1,2,3,2,2,2,1,9,2,2,2,2,2,1,2,1,2,1,1,1,2,1,7,1,7,7,7,1,5,7,1,7,7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,7,7,7,7,4,4,1,4,7,1,1,7,1,7,7,7,7,7,7,7,7,5,2,0,0,7,7,1,7,7,7,7,5,1
SS007,1,714,621,1,18,1,99,2,3,2,2,3,1,6,1,2,1,1,2,2,2,2,2,1,2,2,1,1,7,4,7,7,6,2,5,6,1,6,7,1,7,6,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,5,4,5,3,3,6,2,7,7,5,7,7,6,6,7,6,2,0,0,5,6,4,5,5,5,6,5,1
SS007,1,715,501,1,31,2,3,2,3,2,2,3,1,7,1,1,1,1,2,1,2,2,2,1,2,1,2,2,7,6,7,7,7,4,4,5,3,7,5,3,5,2,1,1,7,7,7,7,7,7,7,4,7,1,4,5,4,4,7,1,4,4,7,7,7,7,4,5,7,5,4,7,4,7,7,6,6,6,4,6,6,4,2,0,0,7,4,4,5,7,7,4,5,1
SS007,1,716,395,2,61,5,8,6,3,2,2,1,1,6,1,1,1,1,1,2,1,2,1,1,2,1,1,2,7,5,7,7,7,5,7,7,1,7,7,1,7,6,4,2,2,7,7,7,7,7,7,7,7,6,6,7,6,6,7,7,7,7,7,7,7,7,6,6,7,6,6,7,7,7,7,7,7,7,6,5,7,7,2,0,0,7,6,4,7,7,7,6,5,1
SS007,1,717,887,2,66,6,9,6,3,1,2,1,1,4,1,2,2,2,2,1,2,2,2,1,2,2,2,1,5,5,7,6,5,3,3,5,3,6,6,2,6,3,5,2,6,3,6,6,6,6,6,5,6,3,5,5,3,3,6,2,6,5,3,4,3,4,3,3,3,3,3,5,3,5,5,5,4,5,3,4,5,5,2,0,0,5,5,4,5,5,5,5,5,1
SS007,1,718,541,1,32,2,6,7,3,2,2,2,1,2,3,2,2,1,2,1,2,1,1,1,2,1,2,2,7,6,7,4,4,3,4,5,3,4,5,3,4,3,1,1,3,7,7,7,7,5,5,4,4,3,3,4,3,3,5,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,5,5,3,3,3,4,2,0,0,5,3,5,5,5,5,4,5,1
SS007,1,719,388,2,45,4,6,6,5,2,2,3,1,6,2,1,1,2,1,1,1,1,1,1,2,1,1,1,5,6,7,7,7,7,7,7,1,7,7,2,7,1,5,1,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,2,0,0,7,7,7,7,7,7,6,0.5,1
